acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,target_emotion
0.267,['Billy Joel'],0.313,304400,0.798,0,0FFyHXmFKwzqHXXsrXWhfW,5.71E-05,2,0.951,-8.422,1,"Miami 2017 (Seen the Lights Go Out on Broadway) - Live at Madison Square Garden, New York, NY - June 1980",33,14-09-1981,0.0588,165.074,0.181,1981,angry
0.179,"['Selena Gomez', 'A$AP Rocky']",0.605,221560,0.678,1,5XfywqPX6XBOdYQNbOaQvy,0,5,0.0878,-6.48,0,Good For You,61,07-08-2015,0.0511,88.967,0.212,2015,angry
0.013,"['Tyler, The Creator', 'Frank Ocean']",0.583,233853,0.623,1,5wTpnBRTx1HSGQVDZQ2VSh,4.74E-05,1,0.0537,-6.876,0,Slater (feat. Frank Ocean),54,01-04-2013,0.0978,154.834,0.275,2013,angry
0.000842,['Coheed and Cambria'],0.382,392507,0.901,0,52LnEW7PvaaYVSQm8HI45n,0.000616,0,0.105,-6.78,1,God Send Conspirator,38,2002,0.12,150.22,0.234,2002,angry
0.205,"['Jeezy', 'T.I.']",0.621,247733,0.682,1,5sc17b3li6w1qgOKa8JXsx,0,8,0.723,-8.329,0,F.A.M.E.,45,01-01-2011,0.258,90.699,0.182,2011,angry
4.33E-06,['Ministry'],0.541,292587,0.91,1,0BX3ysoHJvxmLEhPMAfb2z,0.597,0,0.79,-5.114,1,Jesus Built My Hotrod,54,10-07-1992,0.0529,125.076,0.397,1992,angry
0.0209,['Lorde'],0.594,234653,0.721,0,3I4QOvltiKcMu3xmnQjEct,8.55E-06,2,0.0879,-7.812,1,Green Light,60,10-11-2017,0.0957,128.942,0.253,2017,angry
0.0631,['Motörhead'],0.349,355493,0.987,0,7Dk8pwHC0DE1FmgOgF3Yqm,0.738,11,0.399,-4.249,1,Keep Us On The Road,30,1977,0.169,117.579,0.0862,1977,angry
0.000103,['Judas Priest'],0.165,439507,0.991,0,0H0MUbfKhqhwEW6ow1WFSk,0.00177,9,0.812,-4.761,1,Genocide - Live,28,06-05-1979,0.111,154.939,0.0779,1979,angry
0.000171,['Metallica'],0.47,183733,0.99,0,512XpdaHycrEZKIW3BraHs,0.00414,1,0.12,-3.523,0,Killing Time,32,24-11-1998,0.0584,117.054,0.353,1998,angry
0.398,['Wolf Parade'],0.308,276613,0.942,0,6JNmQSxi6HOzOozEQMsbxp,0,0,0.0494,-4.534,1,I'll Believe In Anything,51,27-09-2005,0.116,144.063,0.148,2005,angry
0.00508,['The Replacements'],0.247,222867,0.971,0,0TF2rvVNtmqpN8ETApDZEs,0.00634,9,0.281,-4.895,1,Left of the Dial,26,16-10-1985,0.136,150.648,0.248,1985,angry
0.000397,['Bleachers'],0.63,215547,0.884,0,3ySU5vwQB33iGulwcUL9qQ,1.37E-06,1,0.206,-5.674,1,Don't Take The Money,64,02-06-2017,0.0406,110.07,0.289,2017,angry
0.32,['Rihanna'],0.702,78200,0.826,1,7lUhtLCdqomO7jsZFkVcBW,0.000227,3,0.355,-6.498,1,Birthday Cake,49,18-07-2012,0.0529,80.014,0.329,2012,angry
3.06E-05,['Five Finger Death Punch'],0.522,305744,0.979,1,0rbcqVBYcwfgQCW0qDUWid,0.000206,7,0.201,-4.38,1,Question Everything,52,04-09-2015,0.0549,130.018,0.26,2015,angry
0.25,['José Luis Perales'],0.6,231493,0.645,0,5JptA6ilRyfYh7af1F0FZC,1.44E-06,0,0.0958,-6.019,1,Le Llamaban Loca,38,1986,0.0272,114.082,0.149,1986,angry
0.00202,['Queen'],0.26,349733,0.99,0,2RpXUwCytDFqZSHl6kIquB,0.00416,7,0.779,-3.498,1,One Vision - Live at Wembley '86,29,26-05-1992,0.128,128.29,0.0885,1992,angry
0.217,"['Motorcycle', 'Gabriel & Dresden']",0.492,381000,0.715,0,2e2heYBbXWRsDsUtTIVIaF,0.000151,7,0.232,-7.901,1,As The Rush Comes - Gabriel & Dresden Chillout Mix,46,01-01-2005,0.0478,135.039,0.175,2005,angry
0.0128,['Dance Gavin Dance'],0.297,231867,0.911,0,4NuFrArppAgXPZKCbImtiF,0,0,0.285,-3.29,1,Deception,52,07-10-2016,0.112,105.584,0.173,2016,angry
0.0354,['Lil Baby'],0.962,144652,0.619,1,5m0yZ33oOy0yYBtdTXuxQe,0,10,0.083,-5.562,0,Low Down,68,01-05-2020,0.405,127.958,0.154,2020,angry
0.0127,['The Cramps'],0.282,227733,0.973,0,0bE63k8VbDXtMmVz9P602H,0.0316,9,0.065,-8.068,1,Sunglasses After Dark,31,1980,0.111,175.949,0.239,1980,angry
0.000321,['Avenged Sevenfold'],0.453,319187,0.959,1,031uTUhyy6xmDJqmeWJBi9,0.14,0,0.132,-6.121,0,God Hates Us,54,23-07-2010,0.119,139.997,0.204,2010,angry
0.000504,['Vanilla Ice'],0.846,226840,0.73,0,7hTUp0OUiXFr4VOzfbBZ2k,0.0545,11,0.218,-11.205,1,Ninja Rap,46,13-03-2001,0.189,119.042,0.299,2001,angry
0.0107,['OutKast'],0.826,232640,0.669,1,5AnpPlwvf01F9D1gcAbCRa,0,11,0.168,-9.425,0,Red Velvet,39,31-10-2000,0.25,106.996,0.273,2000,angry
0.00117,['Agnostic Front'],0.218,214667,0.947,0,4cMbAP64BETo4dBW8GUwYD,0,0,0.127,-5.188,1,Gotta Go,52,14-07-1998,0.135,196.76,0.234,1998,angry
0.0252,['Lady Gaga'],0.71,235733,0.822,1,3fibIzbkYbvTmdoD5u2nPm,3.21E-06,1,0.173,-4.912,1,Aura,56,11-11-2013,0.0631,129.967,0.353,2013,angry
0.00021,['Anthrax'],0.28,355667,0.995,1,4OjWB25SNdt9VfaTC5z2Fp,0.202,11,0.0416,-8.842,0,One World,33,1987-03,0.0622,99.741,0.109,1987,angry
0.000249,['Anthrax'],0.339,300093,0.991,0,0c6p9QomOhNU9uzujLjtsD,0.00327,2,0.261,-5.028,1,Caught In A Mosh,56,1987-03,0.145,106.767,0.185,1987,angry
0.76,['Cosmo Sheldrake'],0.649,219413,0.699,0,17q1nFo1UQvXiQ8TD7aI8H,0.00474,0,0.208,-5.531,0,Come Along,55,12-10-2017,0.0846,97.967,0.309,2017,angry
0.0122,['Miike Snow'],0.504,385667,0.779,0,2Cq2BrkoxqMvP3hcJHWNga,0.000501,7,0.0925,-5.48,0,Silvia,42,2009,0.0402,119.985,0.3,2009,angry
0.343,['Anna Clendening'],0.657,242573,0.674,0,3Dd8kupwJQDLPzcExJY16q,0.00243,1,0.104,-5.094,1,To My Parents,64,16-09-2016,0.102,85.955,0.298,2016,angry
0.000655,['Mick Gordon'],0.506,257735,0.882,0,5soMJpcVhSrGrB4prvPL6P,0.795,9,0.174,-8.683,1,Rip & Tear,65,28-09-2016,0.0737,107.994,0.14,2016,angry
3.81E-06,['Grouplove'],0.421,234387,0.991,0,2yH16s2lLbYtLziVwqw7Pf,0.0466,8,0.13,-3.678,1,Deleter,63,13-03-2020,0.124,159.998,0.446,2020,angry
6.32E-05,"['Anthrax', 'Public Enemy']",0.616,227360,0.78,0,0goVj3eJV1oD5yqXzkjqLA,1.12E-06,2,0.0986,-8.192,1,Bring Tha Noize,48,01-10-1991,0.251,122.343,0.237,1991,angry
0.0021,['Red Hot Chili Peppers'],0.592,329733,0.767,0,34KTEhpPjq6IAgQg2yzJAL,0.00165,9,0.127,-2.788,0,Californication,62,08-06-1999,0.027,96.483,0.328,1999,angry
0.000781,['The Killers'],0.643,247240,0.805,0,6HbTF52swZiGSJ2cvAJ7PU,0.578,2,0.393,-7.238,1,Shadowplay,55,01-01-2007,0.0476,145.029,0.352,2007,angry
0.00159,['Hollywood Undead'],0.522,196373,0.931,0,5koyOdvQU9AUgPMA14N4mD,0,0,0.57,-4.32,0,Young,51,02-09-2008,0.0885,134.103,0.367,2008,angry
0.0354,['Jackson Browne'],0.506,330408,0.885,0,2GOO9UKA3Z1tTBSF6KUcZb,0.0383,9,0.722,-7.46,1,Running on Empty - 2018 Remaster,38,1977,0.0753,136.913,0.291,1977,angry
0.000179,['Three Days Grace'],0.525,193120,0.886,0,15ZDD1aPzLMKSaSVzRvQCY,0,2,0.0921,-5.328,1,Scared,51,25-12-2007,0.0691,118.055,0.389,2007,angry
0.00382,['Panic! At The Disco'],0.604,189240,0.78,0,1ozYwEeDttK6iWc1yQS8c4,0.0661,8,0.107,-5.792,1,Girl That You Love,55,04-10-2013,0.0353,103.99,0.287,2013,angry
0.0476,['Queensrÿche'],0.311,347835,0.941,0,5OXE5BYGHWhg1orfKMkO4h,8.20E-06,4,0.352,-4.128,0,The Mission - Remastered 2003,34,1988,0.174,187.812,0.137,1988,angry
0.0273,['System Of A Down'],0.336,168200,0.983,0,3XQgYrz46JFR3mdnCNnsyh,0.667,0,0.782,-3.102,1,"War? - Live at Irving Plaza, NYC, NY - January 1999",39,1998,0.0916,98.077,0.293,1998,angry
0.0416,['Pimp C'],0.756,242267,0.712,1,3DcmMHy3mvNC4K9tx5M3Nk,0,1,0.239,-4.308,1,Knockin Doors Down,49,2008,0.107,80.027,0.211,2008,angry
0.104,['Rich Brian'],0.923,126667,0.508,1,4bdJHQp90ymjEIkkYhcENB,1.21E-05,1,0.126,-8.668,1,Dat $tick,67,11-03-2016,0.0468,108.039,0.168,2016,angry
0.00852,['Imagine Dragons'],0.516,241427,0.768,0,3wBIDJLDvo0h0u1mKU9Bm6,8.49E-06,9,0.136,-4.964,1,Amsterdam,45,04-09-2012,0.0362,115.005,0.204,2012,angry
0.0407,"['Breaking Benjamin', 'Scooter Ward']",0.536,292281,0.803,0,3OE4VBO845k24R8ZzuMpvj,0,1,0.111,-2.998,1,Far Away,62,24-01-2020,0.0285,107.973,0.254,2020,angry
0.00116,['Alesana'],0.319,237840,0.973,0,2JPe6EP1iDsVwiPHwvhik0,2.18E-05,10,0.509,-3.194,1,The Thespian,47,01-01-2010,0.175,186.99,0.293,2010,angry
0.0208,['KISS'],0.317,244360,0.951,0,6pJ5ZjjV3sdF7KYAUPNTpA,0.00675,9,0.232,-5.1,1,Fits Like A Glove,28,18-09-1983,0.12,175.117,0.312,1983,angry
2.91E-06,['Gojira'],0.245,237840,0.969,0,1KJqxYkRqWZdDQHMJ9IQaZ,0.0486,5,0.265,-2.511,0,The Heaviest Matter Of The Universe,45,2005,0.0907,103.102,0.239,2005,angry
0.0907,['Koe Wetzel'],0.655,210577,0.688,0,2zGwTVTX72gsS91J7Tv8ug,1.30E-06,0,0.0862,-7.247,1,I'm Done,57,01-03-2017,0.037,129.963,0.173,2017,angry
0.478,['Misfits'],0.443,117957,0.969,0,69yhhStnDQLduaaKkgDXF7,0.756,2,0.0573,-11.366,1,Ghouls Night Out,37,01-01-1986,0.0811,105.184,0.183,1986,angry
0.00153,['The Weeknd'],0.518,200046,0.727,0,5Sg09MvHqNWPWsYeuY2toY,0.000152,1,0.0882,-5.947,1,Blinding Lights,67,03-04-2020,0.0557,170.962,0.342,2020,angry
6.57E-06,['Metallica'],0.292,473067,0.949,0,1L3xLJzYMRCN6ydha1XF42,0.279,10,0.992,-5.735,0,One - Live with the SFSO,37,23-11-1999,0.134,124.283,0.238,1999,angry
9.44E-05,['Black Sabbath'],0.239,267507,0.961,0,3ebrniHtOzNWigJhEkWguR,0.0619,8,0.964,-6.695,1,Paranoid,44,05-10-1998,0.128,176.343,0.182,1998,angry
0.0156,['Phil Collins'],0.499,521933,0.892,0,47ZmJ2FxMaiF6b5i8XmlPU,0.00165,8,0.973,-7.514,1,Take Me Home - Live 1990; 2019 Remaster,38,15-07-1990,0.0593,118.799,0.228,1990,angry
0.000158,['Pierce The Veil'],0.434,264658,0.907,0,163ZkKtGjrCU3GquoCqiZZ,2.51E-06,6,0.321,-3.967,1,Besitos,49,24-09-2013,0.0468,150.046,0.391,2013,angry
0.00546,['The Stooges'],0.417,184333,0.996,0,6Xb1R09eVMeVGvpLZvR6Nh,0.00165,0,0.458,1.006,1,Shake Appeal - Iggy Pop Mix,33,07-02-1973,0.268,81.019,0.319,1973,angry
0.000252,['5 Seconds of Summer'],0.475,204620,0.942,0,4Ulq0gMDyMQuwKbM2ocx9x,0,0,0.101,-4.775,1,Kiss Me Kiss Me,52,27-06-2014,0.0966,150.049,0.397,2014,angry
0.000739,['Lindsey Stirling'],0.465,261720,0.896,0,2y3s9d5xLQ7CZOuaPoIWhj,1.70E-05,4,0.0972,-4.63,0,Master of Tides,48,29-04-2014,0.0676,127.936,0.338,2014,angry
6.87E-06,['Mushroomhead'],0.23,192986,0.993,1,0XSvuQnKl4ssIqunUzOd2d,0.779,11,0.14,-3.762,1,Before I Die,41,09-03-1999,0.266,163.105,0.0626,1999,angry
0.119,['David Gray'],0.651,315373,0.568,0,7w5GAUVhimHVPSwTsPnxq5,3.48E-06,0,0.316,-7.882,0,Sail Away,61,02-11-1998,0.0399,134.828,0.188,1998,angry
0.52,['STRFKR'],0.573,283057,0.67,0,4O2aCfXPP9FfPoIPixwVBz,0.806,8,0.321,-11.437,0,Golden Light,55,12-02-2013,0.0331,96.991,0.159,2013,angry
0.0344,"['A$AP Ferg', 'Future']",0.738,264973,0.704,1,25rc1PFgPvtV6GFSloyOI0,0,1,0.162,-1.69,0,New Level (feat. Future),57,22-06-2016,0.131,121.059,0.152,2016,angry
0.00113,['Attack Attack!'],0.523,234493,0.924,0,4tXdTwla80gq4CgnkB4vwe,0,7,0.125,-4.03,1,Smokahontas,47,2010,0.112,134.984,0.306,2010,angry
0.0298,['Lil Uzi Vert'],0.903,195692,0.535,1,0eC75aBFF20CCmFeqd21QP,0,8,0.0851,-6.238,1,Silly Watch,65,13-03-2020,0.286,130.117,0.157,2020,angry
0.000147,['AC/DC'],0.501,292880,0.889,0,57bgtoPSgt236HzfBOd8kj,0.0114,4,0.217,-5.175,1,Thunderstruck,81,24-09-1990,0.0364,133.519,0.257,1990,angry
0.372,['Quinn XCII'],0.59,178000,0.671,0,77dEtUAHufvPJLZkwaj2Vu,0,11,0.0795,-4.97,1,Native Tongue,50,28-04-2015,0.0723,135.097,0.261,2015,angry
0.127,['A Perfect Circle'],0.537,288000,0.495,0,34tYgJ1vX0sRpjm4teNWVe,0.00453,8,0.109,-6.188,1,Imagine,51,01-01-2004,0.0255,73.019,0.155,2004,fear
0.824,"['Sandi Patty', 'Larnelle Harris']",0.259,366840,0.452,0,7xQbgnFg2plj5UceYPxNwS,0,5,0.969,-12.677,1,More Than Wonderful,36,06-11-1989,0.111,138.723,0.222,1989,fear
0.235,['Morgan Wallen'],0.461,292663,0.437,0,47yypFbq6fu3yUvFoaf2UN,7.10E-06,2,0.121,-8.285,1,Cover Me Up,75,05-04-2019,0.0284,128.132,0.194,2019,fear
0.861,"['Irving Berlin', 'Victor Borge']",0.362,1581160,0.834,0,0ToLadxYH9uLAvaQqmYncx,8.70E-05,7,0.821,-17.247,1,"Comedy in Music, Part I - Voice",7,1953,0.884,85.228,0.0339,1953,fear
0.235,['Jesús Adrián Romero'],0.62,289267,0.452,0,0gXU1CElwOF59DWIVTCM07,2.51E-06,7,0.141,-9.533,1,Que Sería De Mi,56,07-05-2003,0.0265,108.975,0.109,2003,fear
7.38E-05,['Dido'],0.507,272360,0.604,0,3iDWUSyt9bLQa6F0rg85u9,2.46E-06,8,0.0871,-7.954,0,Don't Think Of Me,33,01-06-1999,0.0298,93.864,0.231,1999,fear
0.164,['Coldplay'],0.209,295533,0.417,0,7LVHVU3tWfcxj5aiPFEW4Q,0.00196,3,0.113,-8.74,1,Fix You,81,07-06-2005,0.0338,138.178,0.124,2005,fear
0.251,['Bonobo'],0.426,395147,0.572,0,0QsflwbClPPXicGQRpfY2E,0.883,6,0.105,-12.423,0,Silver,36,25-07-2000,0.0443,111.034,0.279,2000,fear
0.000285,['Hum'],0.271,309107,0.742,0,6lQE6LF3MU63Z6VyhPxaV3,0.26,2,0.0601,-12.669,1,Stars,49,11-04-1995,0.0529,91.844,0.148,1995,fear
0.968,"['Johannes Brahms', 'Eugene Istomin']",0.285,45787,0.574,0,2xw49uuuXI317P1MlKF2i0,0.91,10,0.118,-15.637,1,"Variations and Fugue on a Theme by Handel, Op. 24: Variation XXV",0,1946,0.0575,95.966,0.386,1946,fear
0.0103,['Eminem'],0.558,324547,0.615,1,15qrWkkYCfmtu1uRpGf48L,0,1,0.105,-5.641,1,White America,66,26-05-2002,0.229,76.673,0.16,2002,fear
0.0338,['Manowar'],0.495,236973,0.618,0,1KJSyY61dglJHGEUV8CdMm,5.39E-06,7,0.201,-12.505,1,Kingdom Come,43,01-11-1988,0.0305,85.64,0.272,1988,fear
0.00126,['Sunny Day Real Estate'],0.321,373867,0.709,0,0mdISWvAfYHtdBihroEU5G,0.00022,5,0.205,-6.395,1,Song About An Angel - Remastered,37,10-05-1994,0.0345,137.548,0.0704,1994,fear
0.105,['Joji'],0.305,251015,0.715,1,0Y9D1Bc4fAkeZnVsGKdij6,0.0495,7,0.0906,-7.54,1,WANTED U,68,26-10-2018,0.0554,82.977,0.29,2018,fear
0.00203,['Metallica'],0.298,466587,0.766,0,6guXhXMAHU4QYaEsobnS6v,3.84E-06,4,0.117,-3.485,0,The Unforgiven III,52,12-09-2008,0.0347,121.555,0.0923,2008,fear
0.753,['Howard Shore'],0.103,233040,0.422,0,7wXJbYOY984zsuQFgOV0OK,0.953,2,0.131,-14.916,0,Helm's Deep,45,02-12-2002,0.0505,174.453,0.0766,2002,fear
0.48,['VaShawn Mitchell'],0.395,481000,0.465,0,7dxKk5Xe5PdVhpBUZkS0c1,0,8,0.211,-8.636,1,Turning Around For Me,44,04-08-2012,0.0391,116.018,0.255,2012,fear
0.985,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.326,184960,0.512,0,1WWUMalJkyijvpwIvItNiT,0.867,3,0.13,-15.832,1,"Variations on a Waltz by Diabelli, Op. 120: Variation 32: Fuga - Allegro",0,1947,0.0389,135.407,0.308,1947,fear
0.0995,['Frank Sinatra'],0,60280,0.906,0,0P7TUyrm6OfIDJJKcidvnu,1.80E-05,1,0.366,-6.227,1,My Kind Of Town (Reprise) - Live At The Sands Hotel And Casino/1966,22,1966-07,0,0,0,1966,fear
0.709,['Los Jaivas'],0.431,672587,0.493,0,2DBHJBFFUQF5RVsDbQH7lh,0.00232,4,0.109,-9.104,0,La Poderosa Muerte,45,1981,0.0487,106.029,0.292,1981,fear
0.901,['The Softones'],0.378,199573,0.497,0,6JkKIgxL7KXeojvrLDuT9w,0.000896,4,0.119,-10.917,1,My Dream,37,1973,0.0384,126.128,0.247,1973,fear
0.221,['Brad Fiedel'],0.261,117053,0.539,0,2Q84nSfFAHtFNwZhAKH0Sa,0.848,0,0.11,-11.215,1,Main Title Terminator 2 Theme - Remastered 2017,50,01-01-1991,0.0378,53.765,0.176,1991,fear
0.474,['LCD Soundsystem'],0.39,335480,0.37,0,5rAff9XfcWx7rguN3t0fkW,0.00013,7,0.115,-8.288,0,"New York, I Love You but You're Bringing Me Down",59,12-03-2007,0.0457,176.526,0.0909,2007,fear
0.647,"['Marco Barrientos', 'Marcela Gandara']",0.336,447492,0.521,0,1HCKcrifeQmtEXwEqfXcjD,0,6,0.709,-7.182,1,Lo Unico Que Quiero,61,2000,0.0353,134.824,0.139,2000,fear
0.511,['Ricky Martin'],0.31,335773,0.502,0,1f6XyjXx6wUb7zdk9JWzl9,1.45E-05,3,0.335,-8.064,1,"Fuego de Noche, Nieve de Día",60,12-09-1995,0.036,142.974,0.0991,1995,fear
0.0548,['Future Rapper'],0.454,420000,0.528,0,1xe2aRzfClpgzwC58oUiOH,0.557,1,0.556,-14.32,1,Strom Watcher,0,17-02-1949,0.12,105.688,0.184,1949,fear
0.532,['Bright Eyes'],0.363,205267,0.789,0,2UKdB4HdTa9xXuXQLrKmEU,0.00666,1,0.414,-6.769,1,If Winter Ends,34,02-11-1998,0.0555,74.257,0.256,1998,fear
0.188,['Rainbow'],0.32,396467,0.412,0,7FtRUrOEDUHTvenvp1BqZo,0.0339,4,0.0644,-12.75,0,Catch The Rainbow,57,01-01-1975,0.0316,132.986,0.282,1975,fear
3.62E-05,['Screaming Trees'],0.186,274973,0.864,0,0VutyLEoI1f7HzWLQ9LF4Y,1.08E-05,5,0.127,-6.012,1,Dollar Bill,39,1992,0.0556,83.682,0.223,1992,fear
0.433,['Quincy Jones'],0.293,156400,0.45,0,1L0OjIFbgVfn2mvYsZ1F8c,0.061,4,0.1,-11.281,1,Main Title (Overture),22,01-01-1978,0.0361,115.816,0.14,1978,fear
0.781,['Wire'],0.549,251813,0.577,0,2vYcX70M5Vx8YMohXFwshw,0.475,1,0.1,-6.887,1,Practice Makes Perfect - 2006 Remastered Version,29,07-08-1978,0.0362,105.917,0.092,1978,fear
0.0458,['Nataural'],0.186,148074,0.965,0,70E8VtFxbIvclWSNoXYIkv,0.944,5,0.559,-17.002,0,Forest Thunderstorm,43,12-10-1984,0.118,92.809,0.0133,1984,fear
0.00248,['Marillion'],0.283,522707,0.502,0,0VxsLySBHCT81udH5DvoHc,0.0034,4,0.208,-10.827,1,Script for a Jester's Tear - 1997 Remaster,44,1983,0.0369,143.197,0.168,1983,fear
0.992,"['Spike Jones Orchestra', 'Dinah Shore']",0.232,203593,0.552,0,2YM7mW4V6Z0iwbjm8D2ses,0.0401,9,0.891,-7.432,1,How Sweet You Are,0,14-10-1943,0.0336,128.131,0.182,1943,fear
0.0401,['Mac Miller'],0.223,159119,0.572,1,56XhZKFVFeylLeAELp6pdE,0,9,0.216,-4.531,1,Best Day Ever,63,03-06-2016,0.0461,175.028,0.0681,2016,fear
0.0162,['Ingrid Rosario'],0.46,365240,0.445,0,6DKw9hWpzbP6MKCu11euPw,5.87E-05,7,0.283,-10.228,1,El Poder De Tu Amor - The Power of Love Spanish new version,54,15-11-2007,0.0314,131.934,0.194,2007,fear
0.728,['Air Supply'],0.396,259000,0.479,0,3FDAd5vW4P7xe1GBNOLyfD,9.51E-06,5,0.102,-8.072,1,The One That You Love,58,1981,0.0268,109.973,0.184,1981,fear
0.125,['Black Sabbath'],0.234,398227,0.714,0,0C5BIoHE7IChYOGg8RA2j2,0.000894,0,0.226,-9.829,1,You Won't Change Me - 2013 Remaster,29,25-09-1976,0.0403,142.01,0.15,1976,fear
0.213,['U2'],0.271,390507,0.474,0,0mGtbkb9zSSxZo1h3qXIDZ,0.0422,10,0.641,-13.903,0,Zooropa,44,05-07-1993,0.046,97.171,0.238,1993,fear
0.0209,"['The Game', '2 Chainz', 'Rick Ross']",0.381,372707,0.69,1,0LFcFGLYTX6UmeIdO7NVd7,0,10,0.438,-5.312,0,Ali Bomaye,66,01-01-2012,0.455,78.239,0.223,2012,fear
0.273,['Cage The Elephant'],0.589,228293,0.481,0,0tkBOcK7oRVXQJY97zzSvr,1.33E-05,0,0.0986,-4.801,1,Telescope,61,08-10-2013,0.0285,93.568,0.176,2013,fear
0.00294,['Savatage'],0.312,355893,0.675,0,5gyPxNwQlovXzgcjNjZGYY,0.000147,7,0.249,-10.077,1,Edge of Thorns,33,16-03-1993,0.0436,93.153,0.258,1993,fear
0.00042,['Candlemass'],0.202,414413,0.814,0,5kLGqVZFVALScwr4RMu2Gl,0.0016,10,0.103,-4.294,1,Under the Oak,29,1986,0.0572,122.169,0.162,1986,fear
0.718,['Neil Sedaka'],0.146,194640,0.463,0,5WTBrgJphk7N7MLcEmIANz,0.000205,9,0.171,-6.834,1,Smile,23,30-12-1960,0.0324,80.736,0.15,1960,fear
0.588,['Jay Chou'],0.332,265400,0.464,0,2sqohdUZ6Oblo14ua26VrV,2.83E-06,7,0.929,-8.136,1,世界末日,47,24-12-2001,0.0295,135.728,0.151,2001,fear
0.978,"['Bedřich Smetana', 'Prague National Theatre Chorus', 'Prague National Theatre Orchestra', 'Jan Maria Ouředník', 'Václav Talich', 'Josef Křikava', 'Marie Podvalová', 'Stanislav Muž', 'Vilém Zítek', 'Josef Vojta', 'Ota Horáková', 'Marta Krásová', 'Jaroslav Veverka']",0.238,986987,0.618,0,2kT9dKUxXRLLQLESb4eGMz,0.0831,7,0.696,-15.744,1,"Libuše: ""Bohové mocní!"" (Libuše, Přemysl ze Stadic, Chrudoš od Otavy, Šťáhlav na Radbuze, Krasava, Radmila, Lutobor, Radovan) - Live",0,1940,0.44,78.659,0.0706,1940,fear
0.862,['Johnny Mathis'],0.217,185653,0.464,0,2S35P9Yv53x8CFZeg5eH4D,0.00928,7,0.188,-8.214,0,"Come to Me - From the Television Production ""Come to Me""",26,17-03-1958,0.0319,80.331,0.157,1958,fear
0.546,['Guillermo Davila'],0.446,256105,0.518,0,2pTg7WnsStJ7jaAmXEHfl4,0,1,0.0976,-6.209,1,Cuando Se Acaba el Amor,46,26-09-1984,0.0303,79.001,0.288,1984,fear
0.721,['Alfred Newman'],0.0944,202296,0.37,0,1vT5zD5cALxfxX4RdWL1Sz,0.905,1,0.319,-16.619,1,Twelve O'Clock High (1949) Opening Scene,2,01-01-1946,0.0642,179.984,0.131,1946,fear
0.0229,['Flying Lotus'],0.346,164640,0.753,0,4GtN7yHlsvQanJfp2Qzw1A,0.0641,10,0.3,-4.606,0,Zodiac Shit,49,03-05-2010,0.273,79.275,0.184,2010,fear
0.165,['Aerosmith'],0.383,298760,0.662,0,225xvV8r1yKMHErSWivnow,0,2,0.248,-5.162,1,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",75,23-06-1998,0.0333,121.154,0.138,1998,fear
0.39,['The Band CAMINO'],0.48,272378,0.439,0,6XHikJpK06NoXaFwkH4tPL,0.00385,9,0.514,-7.221,1,I Spend Too Much Time in My Room,56,29-07-2016,0.025,97.055,0.152,2016,fear
0.529,['Billy Joel'],0.388,317600,0.486,0,2OFtFXanl7g429i4PCy7OF,0.128,2,0.984,-8.678,1,"Streetlife Serenader - Live at St. Paul Civic Center, St. Paul, MN - July 1980",26,14-09-1981,0.0272,139.266,0.205,1981,fear
0.725,['Jackie Gleason'],0.0899,198107,0.491,0,2pfrqDuoonD84f5STucLO1,0.783,7,0.165,-9.502,0,Deep Purple,4,06-06-1955,0.039,83.207,0.0398,1955,fear
0.0833,['KISS'],0.354,314027,0.62,0,6PmckFG2BhEELc5OM7O7DS,0.00797,8,0.0832,-9.632,0,Black Diamond,47,18-02-1974,0.0557,132.526,0.184,1974,fear
0.274,['Lana Del Rey'],0.33,399084,0.507,1,6ayKgleoMF26lvU1Z7wVm7,4.65E-06,5,0.122,-6.368,0,Cruel World,58,01-01-2014,0.0339,122.164,0.177,2014,fear
0.212,['The Flaming Lips'],0.169,212200,0.416,0,12V09y1B0z31OH9rvH3pMH,0.374,4,0.145,-10.408,1,A Spoonful Weighs a Ton - 2017 Remaster,38,17-05-1999,0.0305,166.443,0.153,1999,fear
0.767,"['Igor Stravinsky', 'Michael Tilson Thomas']",0.504,263413,0.457,0,3l3ZYjMBO2Hopb7FwI54nd,0.856,0,0.116,-17.861,0,Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Danse sacrale (Sacrificial Dance),0,1948,0.0839,136.823,0.135,1948,fear
0.169,['Forest FX'],0.163,149841,0.989,0,6R6P2svDNwlc8bE0keLWaV,0.996,10,0.453,-18.309,0,Campfire Rain,61,05-05-2017,0.0487,78.961,1.00E-05,2017,fear
0.191,['Stone Sour'],0.584,241560,0.611,0,05BOCO1cK6iNmOYhjTTQit,1.52E-06,11,0.244,-5.739,1,Zzyzx Rd. - Pop Mix,51,2006,0.0269,79.572,0.188,2006,fear
1.34E-06,['Burzum'],0.285,519293,0.93,0,2XHG1C3ksw9EAclBFDYZ2M,0.988,0,0.518,-7.939,1,Jesus' Tod,45,1996,0.0752,80.436,0.0341,1996,fear
